record_id,Tarih,Ýþ Emri No,Ýþ Merkezi No,Ýþmerkezi Adý,Ýþ Ýstasyon Adý,Stok Adý,Vardiya,A (Kullanýlýrlýk),P (Performans),Q (Kalite),OEE,Çalýþma Süresi,Duruþ Süresi,Planlý Duruþ Süresi,Plansýz Duruþ Süresi,Üretilen Miktar,Hatalý Üretilen Miktar
57398,9/14/2025,3026391362,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,U725 Front Bumper Lower,3,75.93,79.86,99.78,60.5,218.62,119.92,50.61,69.31,452,1
57399,10/25/2025,3028636891,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J72 Air Deflector,3,80.94,101.19,97.91,80.2,317.49,99.05,24.31,74.74,1004,21
57400,9/16/2025,3024530172,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Skid Plate,1,90.62,90.56,97.05,79.64,387.08,92.28,52.2,40.08,1118,33
57401,9/27/2025,3026619845,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V363 BEV Base GOR SUBASSY,2,77.01,87.2,98.19,65.94,225.8,117.09,49.7,67.39,664,12
57402,12/28/2025,3024235033,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,U725 Rear Bumper Cover,1,85.32,92.6,-341.67,-269.92,321.21,85.56,30.28,55.28,12,53
57403,11/25/2025,3029230333,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,CX430 Skid Plate,3,81.78,100.44,-29.41,-24.16,291.11,69.59,4.73,64.86,51,66
57404,12/2/2025,3021246077,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Upper,2,81.63,105.55,-340.0,-292.94,236.76,113.02,59.74,53.28,10,44
57405,11/3/2025,3025540983,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,J72 Air Deflector,1,75.13,101.86,100.0,76.53,354.29,134.61,17.36,117.25,408,0
57406,9/3/2025,3027332561,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,3,74.63,313202.58,100.0,233746.88,230.7,84.4,5.98,78.42,208,0
57407,12/29/2025,3026358120,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,X590 Diffuser,2,70.11,97.6,0.0,0.0,205.72,141.09,53.4,87.69,0,0
57408,9/1/2025,3024866060,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V363 BEV Base MIC Black Upper,1,80.09,93.97,99.86,75.15,368.32,119.16,27.58,91.58,702,1
57409,9/1/2025,3024494628,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Sensor Bracket,1,82.1,104.26,98.26,84.11,199.68,76.5,32.97,43.53,461,8
57410,12/25/2025,3026186098,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U611 Sensor Bracket,3,82.81,102.06,99.67,84.23,213.17,54.13,9.88,44.25,302,1
57411,9/5/2025,3024348976,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V363 BEV Base MIC Black Upper,3,81.28,84.74,98.18,67.62,392.17,146.16,55.85,90.31,1316,24
57412,10/3/2025,3024620490,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,3,0.0,0.0,0.0,0.0,205.64,87.3,38.19,49.11,0,0
57413,12/29/2025,3029817945,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 BEV/PHEV MIC White Upper,3,0.0,0.0,0.0,0.0,125.5,115.98,44.76,71.22,0,0
57414,10/27/2025,3029897564,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,CX430 Skid Plate,1,0.0,0.0,0.0,0.0,138.58,155.53,59.76,95.77,0,0
57415,11/16/2025,3022976580,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P702 Cowl Grille,1,0.0,0.0,0.0,0.0,191.21,118.54,31.37,87.17,0,0
57416,10/21/2025,3023191270,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,L663 Wheel Arch FR,2,0.0,0.0,0.0,0.0,463.82,124.07,6.79,117.28,0,0
57417,12/5/2025,3021864279,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,J72 Splash Shield,1,82.82,103.88,98.44,84.69,432.26,118.73,29.04,89.69,1280,20
57418,9/29/2025,3028420208,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding RH,2,77.95,93.2,0.0,0.0,323.73,150.23,58.64,91.59,0,0
57419,10/16/2025,3029778336,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J72 Air Deflector,1,0.0,0.0,0.0,0.0,185.27,122.27,43.81,78.46,0,0
57420,10/20/2025,3027414083,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,J72 Splash Shield,3,95.25,106.82,99.03,100.75,447.71,25.13,2.79,22.34,617,6
57421,12/9/2025,3022055496,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEV MIC White Upper,2,0.0,0.0,0.0,0.0,401.22,122.05,7.86,114.19,0,0
57422,12/26/2025,3021771761,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P703 Fender Liner FR,2,87.73,102.81,0.0,0.0,224.58,70.12,38.71,31.41,0,0
57423,11/5/2025,3025750490,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P703 Fender Liner FR,1,0.0,0.0,0.0,0.0,134.96,151.8,49.76,102.04,0,0
57424,10/4/2025,3028602903,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,X590 Underbody Panel,3,99.92,98.7,99.91,98.52,467.4,2.02,1.63,0.39,1071,1
57425,10/12/2025,3025936168,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,D544 Upper Trim,1,76.93,86.89,-6.06,-4.05,390.59,132.27,15.17,117.1,33,35
57426,11/7/2025,3026791669,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U725 Rear Bumper Cover,2,84.71,87.0,97.78,72.06,263.47,75.27,27.73,47.54,225,5
57427,12/21/2025,3022226369,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,X590 Underbody Panel,3,77.73,94.16,98.83,72.33,401.3,168.61,53.61,115.0,684,8
57428,9/23/2025,3021083691,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V363 BEV Base MIC Black Upper,1,88.9,82.85,97.6,71.88,380.74,89.39,41.84,47.55,1126,27
57429,10/29/2025,3029766932,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Tow Hook Cover,3,0.0,0.0,0.0,0.0,182.77,52.56,40.2,12.36,0,0
57430,11/8/2025,3024853084,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P703 Fender Liner FR,1,75.21,109.41,-80.9,-66.57,-10,91.74,8.83,82.91,89,161
57431,12/29/2025,3026145567,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,67.75,328008.91,99.85,221912.66,195.9,118.19,24.96,93.23,674,1
57432,9/2/2025,3021697464,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P703 Fender Liner FR,3,0.0,0.0,0.0,0.0,115.51,114.34,45.16,69.18,0,0
57433,10/6/2025,3021120164,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Front Bumper Lower,2,78.03,99.61,97.1,75.47,388.96,141.38,31.86,109.52,828,24
57434,10/9/2025,3022955860,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding LH,3,86.36,81.75,99.01,69.9,230.42,62.3,25.9,36.4,709,7
57435,9/20/2025,3029113181,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,J72 Splash Shield,3,91.08,106.9,98.8,96.19,226.68,46.76,24.56,22.2,332,4
57436,11/25/2025,3021455231,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V363 BEV Base GOR SUBASSY,2,92.66,103.49,97.73,93.72,361.95,31.07,2.38,28.69,926,21
57437,9/26/2025,3025643191,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,D544 Upper Trim,3,92.67,84.29,-616.67,-481.68,198.99,18.01,2.27,15.74,6,43
57438,12/21/2025,3029098624,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,D544 Upper Trim,2,80.4,102.71,98.7,81.51,193.46,97.91,50.75,47.16,386,5
57439,10/9/2025,3027996267,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P703 Fender Liner RR,3,66.76,93.71,97.63,61.07,190.42,140.71,45.88,94.83,337,8
57440,11/14/2025,3021866148,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,,3,95.04,106.63,97.97,99.29,467.98,31.92,7.49,24.43,1037,21
57441,12/6/2025,3021776671,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,K131 Side Skirt LH,2,97.42,96.83,98.46,92.88,299.81,24.11,16.18,7.93,1040,16
57442,10/21/2025,3023677840,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P703 Fender Liner RR,2,90.35,78.97,97.33,69.45,344.58,38.16,1.35,36.81,863,23
57443,11/7/2025,3027895373,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Front Bumper Lower,2,0.0,0.0,0.0,0.0,282.41,99.15,54.22,44.93,0,0
57444,11/30/2025,3023069064,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,D544 Lower Valance,3,0.0,0.0,0.0,0.0,385.11,63.5,16.29,47.21,0,0
57445,11/28/2025,3021744683,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,D544 Upper Trim,1,75.93,87.62,97.95,65.17,279.53,108.36,19.76,88.6,635,13
57446,9/9/2025,3021145221,,INJECTION  EXTERIORS,IMM-2700-2,U725 Front Bumper Lower,3,89.75,109.79,99.04,97.59,257.17,70.34,40.98,29.36,830,8
57447,11/18/2025,3023704667,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,D544 Lower Valance,1,0.0,0.0,0.0,0.0,224.01,121.25,38.91,82.34,0,0
57448,12/24/2025,3028586403,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,K131 Side Skirt LH,3,77.57,95.59,-3650.0,-2706.29,184.59,65.72,12.33,53.39,2,75
57449,12/21/2025,3023418592,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,89.19,325161.82,97.16,281780.8,206.35,49.4,24.4,25.0,387,11
57450,10/1/2025,3027710750,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,K131 Side Skirt LH,2,0.0,0.0,0.0,0.0,203.48,100.8,29.74,71.06,0,0
57451,12/22/2025,3026990409,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 BEV/PHEV MIC White Upper,2,96.38,100.18,97.46,94.11,342.06,40.06,27.22,12.84,1065,27
57452,12/26/2025,3021072133,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,MCA-2-S-FR-Lower Bumper Unpainted,1,74.89,104.92,0.0,0.0,216.63,104.11,31.49,72.62,0,0
57453,9/13/2025,3023953058,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,D544 Upper Trim,1,75.77,99.73,98.94,74.77,275.92,104.81,16.59,88.22,378,4
57454,12/27/2025,3027583685,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEV MIC White Upper,3,86.47,100.32,97.48,84.57,401.7,118.39,55.56,62.83,675,17
57455,10/14/2025,3022785298,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,78.72,106.46,97.47,81.69,289.39,85.6,7.38,78.22,513,13
57456,12/28/2025,3022526386,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U725 Rear Bumper Cover,3,81.97,93.0,98.76,75.29,456.66,159.24,58.81,100.43,885,11
57457,10/20/2025,3022251588,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,X590 Diffuser,2,76.39,83.69,99.82,63.81,260.62,104.73,24.17,80.56,558,1
57458,12/1/2025,3022897119,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEV MIC White Upper,1,83.68,110.4,98.28,90.8,285.54,63.65,7.98,55.67,464,8
57459,9/10/2025,3024643697,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P702 Hood Seal,3,87.35,96.43,0.0,0.0,376.35,89.41,34.92,54.49,0,0
57460,10/1/2025,3027259141,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U611 Tow Hook Cover,3,75.93,94.63,100.0,71.86,194.16,97.93,36.39,61.54,525,0
57461,9/22/2025,3023118399,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P703 Fender Liner FR,3,75.89,82.58,98.83,61.94,350.0,250.0,0.0,0.0,515,6
57462,11/18/2025,3025646086,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,L663 Wheel Arch FR,1,83.31,89.54,97.94,73.06,444.19,103.95,14.96,88.99,1021,21
57463,12/23/2025,3024848686,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,2,80.73,90.4,-940.0,-686.01,276.06,89.0,23.11,65.89,5,52
57464,9/16/2025,3024065284,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P702 Cowl Grille,1,80.31,91.68,99.76,73.45,285.83,71.74,1.68,70.06,417,1
57465,12/17/2025,3028921069,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,D544 Upper Trim,1,83.24,111.12,-53.7,-49.67,468.46,144.39,50.05,94.34,54,83
57466,11/17/2025,3027038926,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U725 Front Bumper Lower,2,0.0,0.0,0.0,0.0,187.04,54.02,4.89,49.13,0,0
57467,10/8/2025,3029140762,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J72 Splash Shield,1,71.36,81.79,97.49,56.9,272.17,168.23,58.97,109.26,678,17
57468,11/4/2025,3025305782,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,,1,85.28,95.15,0.0,0.0,265.75,78.42,32.56,45.86,0,0
57469,9/28/2025,3027297254,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,J72 Air Deflector,2,84.25,98.55,98.38,81.67,410.51,105.63,28.86,76.77,616,10
57470,12/1/2025,3022379038,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,90.57,328636.43,100.0,297656.65,194.66,44.78,24.52,20.26,623,0
57471,9/12/2025,3023862012,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P703 Fender Liner FR,3,0.0,0.0,0.0,0.0,246.04,46.18,11.81,34.37,0,0
57472,11/10/2025,3024638072,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 BEV/PHEV MIC White Lower,2,0.0,0.0,0.0,0.0,288.13,155.64,41.15,114.49,0,0
57473,10/17/2025,3022351565,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P702 Hood Seal,3,94.33,107.09,97.86,98.85,362.81,45.53,23.71,21.82,700,15
57474,10/4/2025,3025662177,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P703 Fender Liner FR,2,73.21,86.57,97.75,61.96,241.6,104.94,16.55,88.39,534,12
57475,9/21/2025,3024073172,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P702 Cowl Grille,3,88.03,92.94,97.99,80.17,422.93,115.31,57.79,57.52,746,15
57476,11/22/2025,3028358194,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,L663 Wheel Arch RR,3,0.0,0.0,0.0,0.0,212.22,88.36,28.45,59.91,0,0
57477,9/8/2025,3029419900,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,MCA-2-S-FR-Lower Bumper Unpainted,2,93.37,108.81,97.17,98.72,196.09,20.37,6.45,13.92,636,18
57478,11/1/2025,3027950439,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,89.41,146984.25,98.42,129340.47,440.28,96.83,44.67,52.16,1140,18
57479,12/25/2025,3025034663,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,0.0,0.0,0.0,0.0,195.54,72.87,25.64,47.23,0,0
57480,12/13/2025,3025609780,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,L663 Wheel Arch FR,1,95.12,82.76,-350.0,-275.54,410.43,28.78,7.73,21.05,12,54
57481,10/8/2025,3023856071,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,71.17,47989.18,97.35,33248.24,236.47,155.62,59.84,95.78,678,18
57482,9/8/2025,3027177574,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U725 Front Bumper Lower,1,78.69,79.4,99.6,62.23,301.97,137.72,55.94,81.78,251,1
57483,10/28/2025,3027761287,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V363 BEV Base MIC Black Upper,1,72.98,81.1,98.88,58.53,267.74,151.2,52.07,99.13,806,9
57484,10/26/2025,3028638460,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V363 BEV Base MIC Black Upper,2,77.14,88.16,98.48,66.97,337.95,144.37,44.23,100.14,1117,17
57485,12/12/2025,3022201008,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,CX430 Skid Plate,2,96.54,91.91,98.16,87.1,359.9,67.35,54.44,12.91,760,14
57486,12/22/2025,3029218936,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U611 Tow Hook Cover,1,70.47,91.34,97.6,62.82,252.21,137.83,32.13,105.7,500,12
57487,12/16/2025,3022363420,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,L663 Wheel Arch FR,1,69.28,94.37,97.99,64.06,259.42,154.98,39.95,115.03,398,8
57488,9/1/2025,3021268225,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,L663 Wheel Arch FR,3,91.03,78.94,99.35,71.4,430.7,64.55,22.12,42.43,1083,7
57489,12/14/2025,3026754528,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Sensor Bracket,3,95.3,80.98,99.19,76.54,302.24,24.7,9.78,14.92,493,4
57490,10/12/2025,3027305321,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,2,98.97,99.04,99.13,97.16,280.24,21.79,18.86,2.93,686,6
57491,9/18/2025,3021120463,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,D544 Lower Valance,3,79.83,79.1,99.37,62.75,462.55,131.11,14.25,116.86,1106,7
57492,12/15/2025,3021694007,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,B920 Rocker Molding RH,3,85.24,81.43,99.68,69.18,446.29,96.01,18.71,77.3,1245,4
57493,10/2/2025,3026651280,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,J72 Splash Shield,3,78.86,109.09,99.06,85.22,310.05,133.93,50.83,83.1,848,8
57494,11/22/2025,3026942525,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,,3,64.01,96.51,-63.1,-38.98,189.18,130.64,24.29,106.35,84,137
57495,11/4/2025,3025496004,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,CX430 Lower Grille,2,76.46,102.75,97.22,76.38,197.92,102.34,41.41,60.93,647,18
57496,11/21/2025,3021862947,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V363 BEV Base MIC Black Upper,3,92.97,97.78,97.02,88.19,308.99,71.99,48.62,23.37,537,16
57497,10/2/2025,3027748090,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,B920 Rocker Molding RH,2,91.9,80.0,98.95,72.74,303.92,34.91,8.11,26.8,665,7
57498,11/5/2025,3022584103,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding LH,2,0.0,0.0,0.0,0.0,233.46,63.47,43.02,20.45,0,0
57499,10/5/2025,3025399007,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,D544 Upper Trim,1,91.93,109.61,97.89,98.64,449.98,98.02,58.52,39.5,427,9
57500,12/6/2025,3025259959,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,L663 Wheel Arch FR,2,68.9,87.67,99.4,60.05,262.08,159.87,41.6,118.27,667,4
57501,10/17/2025,3023398628,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,B920 Rocker Molding RH,3,81.68,101.14,98.18,81.12,-10,53.13,5.36,47.77,716,13
57502,10/15/2025,3021109728,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P702 Cowl Grille,3,79.82,94.95,97.36,73.79,193.74,66.7,17.73,48.97,341,9
57503,12/12/2025,3024437078,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P702 Hood Seal,3,80.09,90.62,98.93,71.8,387.65,116.84,20.45,96.39,1211,13
57504,11/3/2025,3029616139,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,J72 Splash Shield,1,93.03,107.78,100.0,100.27,451.89,74.12,40.26,33.86,362,0
57505,11/25/2025,3024565807,,INJECTION  EXTERIORS,IMM-2700-1,U725 Rear Bumper Cover,1,99.6,86.53,-666.67,-574.59,321.88,15.02,13.74,1.28,6,46
57506,12/12/2025,3023845452,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Rear Bumper Cover,1,82.26,82.71,100.0,68.03,329.1,122.75,51.76,70.99,639,0
57507,11/27/2025,3028773161,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Tow Hook Cover,1,94.77,86.38,98.96,81.01,352.56,26.97,7.5,19.47,862,9
57508,10/26/2025,3022418546,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,75.98,133178.88,98.29,99454.27,225.28,112.67,41.44,71.23,526,9
57509,10/13/2025,3023722972,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,CX430 Skid Plate,1,0.0,0.0,0.0,0.0,341.94,86.05,46.01,40.04,0,0
57510,11/15/2025,3027090613,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,J72 Splash Shield,2,83.14,83.78,97.39,67.83,325.95,69.74,3.63,66.11,268,7
57511,12/20/2025,3029953789,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,CX430 Lower Grille,1,93.28,80.25,99.69,74.63,257.63,27.67,9.1,18.57,651,2
57512,11/9/2025,3029805945,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding RH,3,83.79,90.02,99.07,74.73,281.52,75.48,21.02,54.46,428,4
57513,11/6/2025,3029072122,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEV MIC White Lower,1,71.0,85.93,97.49,59.48,249.98,127.02,24.9,102.12,399,10
57514,10/29/2025,3027293019,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U725 Front Bumper Lower,2,93.14,86.35,98.53,79.25,236.35,37.03,19.63,17.4,546,8
57515,11/1/2025,3028279453,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,94.38,129902.88,97.87,119994.15,257.46,40.46,25.13,15.33,470,10
57516,10/9/2025,3021667549,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P702 Hood Seal,1,82.93,91.43,97.44,73.88,295.8,119.22,58.34,60.88,313,8
57517,12/8/2025,3022341457,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,0.0,0.0,0.0,0.0,202.06,102.78,25.53,77.25,0,0
57518,12/27/2025,3026485419,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P702 Cowl Grille,3,93.73,85.2,-52.17,-41.67,394.92,31.43,5.01,26.42,46,70
57519,10/31/2025,3024005285,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,98.02,105184.97,98.94,102003.56,459.3,67.61,58.31,9.3,377,4
57520,11/4/2025,3023130278,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U725 Front Bumper Lower,2,95.19,95.03,97.63,88.31,464.19,41.48,18.01,23.47,1310,31
57521,12/28/2025,3025606539,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J72 Splash Shield,1,69.81,87.57,97.72,59.74,234.37,140.63,39.29,101.34,219,5
57522,11/15/2025,3027101451,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,B920 Rocker Molding LH,3,70.7,80.62,98.27,56.01,189.09,92.45,14.08,78.37,289,5
57523,10/18/2025,3021083679,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,CX430 Skid Plate,3,83.16,91.44,100.0,76.04,425.19,126.42,40.31,86.11,1420,0
57524,11/20/2025,3026611499,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,B920 Rocker Molding LH,1,94.54,107.91,-39.08,-39.87,276.27,63.36,47.4,15.96,87,121
57525,11/7/2025,3024441633,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,78.9,263670.04,98.72,205381.17,441.53,161.87,43.8,118.07,1331,17
57526,12/29/2025,3029113019,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Lower,3,88.26,105.91,97.12,90.78,316.29,53.2,11.12,42.08,798,23
57527,10/20/2025,3027187807,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V363 BEV Base MIC Black Upper,1,0.0,0.0,0.0,0.0,326.42,75.06,20.87,54.19,0,0
57528,9/11/2025,3029032532,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U611 Tow Hook Cover,3,87.33,85.06,97.12,72.15,303.54,70.41,26.39,44.02,1043,30
57529,12/2/2025,3026926374,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,L663 Wheel Arch FR,1,89.2,80.69,97.23,69.98,455.05,66.76,11.67,55.09,1516,42
57530,11/16/2025,3029442582,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P702 Hood Seal,2,0.0,0.0,0.0,0.0,241.83,80.31,44.94,35.37,0,0
